"country","NAME_1","total_births","total_deaths","region_u5mr"
"bangladesh","Barisal",6882,374,54.344667247893
"bangladesh","Chittagong",10443,531,50.8474576271187
"bangladesh","Dhaka",9336,460,49.2716366752356
"bangladesh","Khulna",7542,369,48.9260143198091
"bangladesh","Mymensingh",7385,496,67.1631685849695
"bangladesh","Rajshahi",7418,388,52.3052035589108
"bangladesh","Rangpur",7703,506,65.6886927171232
"bangladesh","Sylhet",8013,581,72.5071758392612
