"country","NAME_1","total_births","total_deaths","region_u5mr"
"pakistan","Azad Kashmir",5165,336,65.053242981607
"pakistan","Balochistan",6363,415,65.2208077950652
"pakistan","Federally Administered Tribal Ar",3698,172,46.5116279069767
"pakistan","Gilgit-Baltistan",3734,306,81.9496518478843
"pakistan","Islamabad",3020,161,53.3112582781457
"pakistan","Khyber-Pakhtunkhwa",8368,569,67.9971319311664
"pakistan","Punjab",11025,926,83.9909297052154
"pakistan","Sindh",9052,658,72.6911179849757
