"country","NAME_1","total_births","total_deaths","region_u5mr"
"nepal","Central",7216,390,54.0465631929047
"nepal","East",4965,240,48.3383685800604
"nepal","Far-Western",4113,311,75.6139071237539
"nepal","Mid-Western",6102,453,74.2379547689282
"nepal","West",4893,263,53.7502554669937
